,type,precision,recall,f1-score,support,mis_from_top5,mis_to_top5
40,industry,0.883495145631068,0.9891304347826086,0.9333333333333333,92,"[('name', 3), ('description', 3), ('weight', 1), ('day', 1), ('type', 1)]","[('category', 1)]"
41,isbn,1.0,0.9743589743589743,0.9870129870129869,39,[],"[('code', 1)]"
42,jockey,0.8787878787878788,0.7945205479452054,0.8345323741007193,73,"[('name', 4), ('artist', 2), ('country', 1), ('category', 1)]","[('name', 13), ('artist', 2)]"
43,language,0.7926829268292683,0.8441558441558441,0.8176100628930817,77,"[('type', 3), ('status', 2), ('description', 1), ('notes', 1), ('classification', 1)]","[('notes', 4), ('type', 3), ('team', 2), ('genre', 1), ('country', 1)]"
44,location,0.9143446852425181,0.8711897738446411,0.8922457200402821,1017,"[('city', 19), ('name', 9), ('team', 5), ('status', 5), ('description', 5)]","[('city', 32), ('name', 22), ('team', 22), ('address', 15), ('type', 6)]"
45,manufacturer,0.5116279069767442,0.6111111111111112,0.5569620253164557,36,"[('company', 7), ('name', 3), ('description', 2), ('team', 1), ('symbol', 1)]","[('name', 3), ('brand', 2), ('artist', 2), ('team', 2), ('company', 2)]"
46,name,0.886969696969697,0.9218897637795276,0.9040926640926641,3175,"[('description', 71), ('artist', 45), ('company', 32), ('album', 24), ('location', 22)]","[('description', 46), ('album', 31), ('artist', 26), ('company', 21), ('city', 20)]"
47,nationality,0.5833333333333334,0.3888888888888889,0.4666666666666666,18,"[('team', 2), ('country', 1), ('location', 1), ('brand', 1)]","[('country', 7), ('artist', 1), ('type', 1), ('team', 1), ('language', 1)]"
48,notes,0.7011494252873564,0.7530864197530864,0.7261904761904762,324,"[('description', 31), ('status', 10), ('type', 7), ('rank', 5), ('name', 5)]","[('description', 39), ('type', 6), ('team', 6), ('status', 6), ('category', 4)]"
49,operator,0.25,0.16666666666666666,0.2,6,"[('symbol', 1), ('location', 1), ('result', 1)]","[('address', 1), ('publisher', 1), ('category', 1), ('artist', 1), ('name', 1)]"
50,order,0.8809523809523809,0.6981132075471698,0.7789473684210525,53,"[('type', 1), ('description', 1), ('rank', 1), ('result', 1), ('ranking', 1)]","[('rank', 7), ('code', 2), ('position', 1), ('team', 1), ('weight', 1)]"
51,organisation,1.0,1.0,1.0,3,[],[]
52,origin,1.0,0.6739130434782609,0.8051948051948052,46,[],"[('team', 6), ('country', 2), ('description', 2), ('type', 1), ('state', 1)]"
53,owner,1.0,0.6097560975609756,0.7575757575757575,41,[],"[('name', 7), ('artist', 3), ('type', 2), ('company', 1), ('code', 1)]"
54,person,0.6666666666666666,0.2222222222222222,0.3333333333333333,9,"[('name', 1)]","[('name', 4), ('class', 1), ('weight', 1), ('country', 1)]"
55,plays,0.9047619047619048,0.8085106382978723,0.853932584269663,47,"[('code', 1), ('rank', 1), ('position', 1), ('elevation', 1)]","[('rank', 6), ('fileSize', 1), ('age', 1), ('region', 1)]"
56,position,0.9037037037037037,0.8491879350348028,0.8755980861244019,431,"[('rank', 8), ('status', 6), ('result', 3), ('day', 3), ('ranking', 2)]","[('rank', 29), ('age', 7), ('name', 5), ('weight', 4), ('company', 2)]"
57,product,0.6764705882352942,0.6133333333333333,0.6433566433566433,75,"[('description', 7), ('name', 5), ('artist', 2), ('format', 2), ('notes', 2)]","[('name', 12), ('description', 5), ('team', 2), ('category', 2), ('depth', 2)]"
58,publisher,0.6730769230769231,0.7777777777777778,0.7216494845360825,45,"[('description', 3), ('album', 2), ('notes', 2), ('name', 2), ('type', 2)]","[('name', 3), ('location', 1), ('type', 1), ('company', 1), ('artist', 1)]"
59,range,0.8333333333333334,0.625,0.7142857142857143,8,"[('capacity', 1)]","[('rank', 1), ('category', 1), ('weight', 1)]"
60,rank,0.8868868868868869,0.8985801217038539,0.8926952141057934,986,"[('position', 29), ('day', 11), ('fileSize', 7), ('order', 7), ('plays', 6)]","[('age', 37), ('position', 8), ('weight', 6), ('notes', 5), ('duration', 5)]"
61,ranking,0.5,0.08333333333333333,0.14285714285714285,12,"[('rank', 1)]","[('rank', 6), ('position', 2), ('location', 1), ('year', 1), ('order', 1)]"
62,region,0.9056603773584906,0.6857142857142857,0.7804878048780488,70,"[('result', 2), ('rank', 1), ('day', 1), ('plays', 1)]","[('team', 4), ('city', 4), ('rank', 3), ('artist', 2), ('location', 2)]"
63,religion,1.0,1.0,1.0,6,[],[]
64,requirement,0.25,0.125,0.16666666666666666,8,"[('description', 2), ('rank', 1)]","[('description', 5), ('type', 1), ('country', 1)]"
65,result,0.9604938271604938,0.9239904988123515,0.9418886198547216,421,"[('team', 4), ('rank', 3), ('position', 2), ('status', 2), ('notes', 1)]","[('description', 5), ('notes', 4), ('position', 3), ('name', 3), ('type', 2)]"
66,sales,1.0,0.5,0.6666666666666666,8,[],"[('age', 2), ('position', 1), ('rank', 1)]"
67,service,0.8979591836734694,0.88,0.888888888888889,50,"[('class', 2), ('notes', 1), ('format', 1), ('status', 1)]","[('name', 2), ('industry', 1), ('location', 1), ('description', 1), ('company', 1)]"
68,sex,0.8309859154929577,0.921875,0.874074074074074,64,"[('gender', 6), ('day', 3), ('position', 1), ('state', 1), ('code', 1)]","[('status', 1), ('type', 1), ('age', 1), ('rank', 1), ('manufacturer', 1)]"
69,species,0.5,0.17647058823529413,0.2608695652173913,17,"[('name', 1), ('origin', 1), ('artist', 1)]","[('name', 6), ('description', 2), ('type', 2), ('team', 1), ('country', 1)]"
70,state,0.9535673839184597,0.9397321428571429,0.9465992130410343,896,"[('city', 12), ('team', 10), ('location', 5), ('rank', 2), ('county', 2)]","[('team', 11), ('city', 11), ('type', 8), ('notes', 5), ('age', 3)]"
71,status,0.9376947040498442,0.9318885448916409,0.9347826086956521,969,"[('type', 10), ('description', 6), ('notes', 6), ('name', 5), ('country', 4)]","[('type', 16), ('notes', 10), ('position', 6), ('location', 5), ('team', 5)]"
72,symbol,0.8995433789954338,0.9078341013824884,0.9036697247706422,217,"[('code', 8), ('name', 2), ('class', 1), ('type', 1), ('manufacturer', 1)]","[('code', 4), ('type', 4), ('team', 3), ('name', 3), ('location', 1)]"
73,team,0.8873689010487916,0.9442018437651626,0.9149036201222379,2061,"[('country', 38), ('city', 27), ('club', 23), ('location', 22), ('name', 19)]","[('country', 18), ('city', 18), ('name', 15), ('state', 10), ('type', 8)]"
74,teamName,0.88,0.7857142857142857,0.830188679245283,56,"[('team', 2), ('category', 1), ('class', 1), ('type', 1), ('description', 1)]","[('team', 7), ('name', 2), ('notes', 1), ('album', 1), ('publisher', 1)]"
75,type,0.8594833018273472,0.9039098740888005,0.8811369509043928,1509,"[('class', 41), ('description', 19), ('status', 16), ('category', 15), ('name', 15)]","[('class', 32), ('name', 15), ('description', 14), ('category', 13), ('team', 11)]"
76,weight,0.9557926829268293,0.9601837672281777,0.9579831932773109,653,"[('rank', 6), ('position', 4), ('year', 3), ('description', 2), ('age', 2)]","[('age', 9), ('rank', 6), ('duration', 3), ('code', 3), ('industry', 1)]"
77,year,0.9695817490494296,0.9798270893371758,0.9746774964166267,1041,"[('class', 8), ('location', 4), ('rank', 4), ('description', 3), ('duration', 3)]","[('class', 6), ('age', 4), ('weight', 3), ('duration', 2), ('rank', 2)]"
