,type,precision,recall,f1-score,support,mis_from_top5,mis_to_top5
42,jockey,0.9333333333333333,0.7671232876712328,0.8421052631578947,73,"[('name', 3), ('artist', 1)]","[('name', 16), ('artist', 1)]"
43,language,0.8888888888888888,0.7272727272727273,0.7999999999999999,77,"[('status', 2), ('description', 2), ('publisher', 1), ('position', 1), ('nationality', 1)]","[('notes', 9), ('class', 5), ('team', 3), ('type', 2), ('name', 1)]"
44,location,0.9044585987261147,0.8377581120943953,0.8698315467075038,1017,"[('city', 17), ('name', 10), ('description', 10), ('address', 6), ('type', 5)]","[('city', 49), ('team', 25), ('name', 24), ('address', 16), ('state', 9)]"
45,manufacturer,0.4594594594594595,0.4722222222222222,0.4657534246575342,36,"[('company', 10), ('product', 3), ('format', 1), ('brand', 1), ('position', 1)]","[('name', 5), ('company', 3), ('artist', 2), ('brand', 1), ('status', 1)]"
46,name,0.8683252427184466,0.9014173228346457,0.8845618915159944,3175,"[('description', 72), ('artist', 52), ('company', 36), ('team', 25), ('location', 24)]","[('description', 63), ('album', 46), ('artist', 34), ('city', 26), ('team', 22)]"
47,nationality,0.5,0.05555555555555555,0.09999999999999999,18,"[('language', 1)]","[('country', 14), ('city', 1), ('type', 1), ('language', 1)]"
48,notes,0.5065217391304347,0.7191358024691358,0.5943877551020408,324,"[('type', 38), ('description', 31), ('class', 24), ('team', 12), ('status', 11)]","[('description', 37), ('type', 12), ('name', 9), ('class', 7), ('weight', 6)]"
49,operator,0.5,0.16666666666666666,0.25,6,"[('symbol', 1)]","[('artist', 2), ('address', 1), ('album', 1), ('description', 1)]"
50,order,0.8823529411764706,0.5660377358490566,0.6896551724137931,53,"[('description', 1), ('result', 1), ('rank', 1), ('ranking', 1)]","[('rank', 12), ('notes', 5), ('type', 4), ('name', 1), ('class', 1)]"
51,organisation,1.0,1.0,1.0,3,[],[]
52,origin,0.9629629629629629,0.5652173913043478,0.7123287671232876,46,"[('region', 1)]","[('team', 9), ('country', 4), ('description', 3), ('location', 1), ('species', 1)]"
53,owner,0.8636363636363636,0.4634146341463415,0.6031746031746033,41,"[('status', 1), ('artist', 1), ('name', 1)]","[('name', 11), ('company', 3), ('type', 2), ('state', 1), ('artist', 1)]"
54,person,0.0,0.0,0.0,9,[],"[('name', 4), ('album', 1), ('class', 1), ('weight', 1), ('description', 1)]"
55,plays,0.8181818181818182,0.574468085106383,0.675,47,"[('rank', 3), ('position', 1), ('code', 1), ('age', 1)]","[('rank', 14), ('age', 4), ('result', 1), ('fileSize', 1)]"
56,position,0.8469656992084432,0.7447795823665894,0.7925925925925925,431,"[('rank', 33), ('age', 5), ('credit', 3), ('name', 2), ('notes', 2)]","[('rank', 47), ('age', 21), ('class', 7), ('name', 6), ('team', 6)]"
57,product,0.6862745098039216,0.4666666666666667,0.5555555555555557,75,"[('name', 5), ('description', 4), ('format', 2), ('notes', 2), ('weight', 1)]","[('name', 15), ('description', 7), ('manufacturer', 3), ('artist', 2), ('category', 2)]"
58,publisher,0.6666666666666666,0.7111111111111111,0.6881720430107527,45,"[('name', 4), ('description', 3), ('album', 2), ('notes', 2), ('location', 1)]","[('name', 4), ('team', 2), ('artist', 2), ('location', 1), ('manufacturer', 1)]"
59,range,1.0,0.375,0.5454545454545454,8,[],"[('position', 1), ('name', 1), ('result', 1), ('type', 1), ('duration', 1)]"
60,rank,0.8054474708171206,0.8397565922920892,0.8222442899702085,986,"[('position', 47), ('year', 17), ('plays', 14), ('elevation', 14), ('day', 14)]","[('age', 56), ('position', 33), ('region', 15), ('weight', 8), ('duration', 5)]"
61,ranking,0.0,0.0,0.0,12,[],"[('rank', 5), ('weight', 1), ('age', 1), ('result', 1), ('class', 1)]"
62,region,0.671875,0.6142857142857143,0.6417910447761194,70,"[('rank', 15), ('location', 2), ('sales', 1), ('result', 1), ('city', 1)]","[('city', 8), ('location', 4), ('rank', 3), ('country', 2), ('type', 2)]"
63,religion,1.0,1.0,1.0,6,[],[]
64,requirement,0.0,0.0,0.0,8,"[('description', 1), ('notes', 1)]","[('description', 5), ('type', 1), ('notes', 1), ('country', 1)]"
65,result,0.9650872817955112,0.9192399049881235,0.9416058394160584,421,"[('rank', 2), ('address', 1), ('age', 1), ('plays', 1), ('capacity', 1)]","[('notes', 6), ('rank', 5), ('type', 3), ('name', 3), ('weight', 2)]"
66,sales,0.0,0.0,0.0,8,[],"[('rank', 5), ('age', 1), ('region', 1), ('fileSize', 1)]"
67,service,1.0,0.86,0.924731182795699,50,[],"[('description', 2), ('industry', 1), ('affiliation', 1), ('command', 1), ('name', 1)]"
68,sex,0.8656716417910447,0.90625,0.8854961832061069,64,"[('gender', 5), ('day', 2), ('state', 1), ('weight', 1)]","[('type', 2), ('status', 1), ('class', 1), ('rank', 1), ('manufacturer', 1)]"
69,species,0.6363636363636364,0.4117647058823529,0.5,17,"[('name', 3), ('origin', 1)]","[('name', 4), ('description', 2), ('location', 1), ('notes', 1), ('artist', 1)]"
70,state,0.9196428571428571,0.9196428571428571,0.9196428571428571,896,"[('team', 17), ('location', 9), ('type', 7), ('country', 7), ('city', 5)]","[('city', 16), ('team', 12), ('type', 10), ('notes', 6), ('capacity', 5)]"
71,status,0.9509071504802561,0.9195046439628483,0.9349422875131164,969,"[('description', 5), ('category', 5), ('team', 5), ('location', 4), ('type', 4)]","[('type', 26), ('notes', 11), ('description', 7), ('category', 6), ('team', 5)]"
72,symbol,0.8930232558139535,0.8847926267281107,0.8888888888888888,217,"[('code', 10), ('team', 4), ('currency', 2), ('album', 1), ('club', 1)]","[('club', 5), ('team', 3), ('code', 3), ('type', 3), ('class', 2)]"
73,team,0.8683223992502344,0.8990781174187288,0.8834326579261026,2061,"[('country', 39), ('club', 38), ('city', 27), ('location', 25), ('name', 22)]","[('country', 45), ('city', 41), ('club', 27), ('name', 25), ('state', 17)]"
74,teamName,0.7777777777777778,0.25,0.3783783783783784,56,"[('description', 2), ('type', 1), ('team', 1)]","[('team', 18), ('category', 7), ('city', 4), ('state', 2), ('notes', 2)]"
75,type,0.8468930172966047,0.8760768721007289,0.8612377850162867,1509,"[('status', 26), ('name', 20), ('category', 18), ('description', 17), ('class', 16)]","[('class', 41), ('notes', 38), ('name', 21), ('category', 20), ('description', 13)]"
76,weight,0.9208955223880597,0.9448698315467075,0.9327286470143612,653,"[('rank', 8), ('type', 6), ('notes', 6), ('description', 4), ('status', 4)]","[('age', 11), ('notes', 9), ('rank', 4), ('category', 2), ('duration', 2)]"
77,year,0.9682692307692308,0.9673390970220941,0.9678039404132628,1041,"[('class', 10), ('duration', 4), ('description', 3), ('elevation', 2), ('rank', 2)]","[('rank', 17), ('class', 7), ('age', 3), ('state', 2), ('type', 1)]"
